,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
107,Avarua,20,CK,1524009600,58,-21.21,-159.78,82.4,13.87
108,Saint George,20,GR,1524009000,93,39.45,22.34,50.0,2.24
109,Jamestown,76,AU,1524010505,55,-33.21,138.6,63.69,8.86
110,Chokurdakh,0,RU,1524010505,97,70.62,147.9,15.27,4.94
111,Winnemucca,20,US,1524009360,25,40.97,-117.74,50.0,4.7
112,Lagoa,0,PT,1524009600,67,37.14,-8.45,59.0,5.82
113,Gizo,0,IL,1524009000,63,31.8,34.94,62.6,3.36
114,Palenque,0,MX,1524010506,47,17.51,-91.98,81.2,5.17
115,Malazgirt,0,TR,1524010506,71,39.15,42.54,27.2,0.81
116,Havre-Saint-Pierre,90,CA,1524006660,80,50.23,-63.6,33.8,25.28
117,Lompoc,0,US,1524009360,58,34.64,-120.46,60.8,17.22
118,Kalmunai,48,LK,1524010506,99,7.42,81.82,75.35,2.71
119,Novoagansk,24,RU,1524010507,79,61.94,76.66,1.91,4.61
120,Alofi,75,NU,1524009600,61,-19.06,-169.92,82.4,20.8
121,Den Helder,0,NL,1524009300,81,52.96,4.76,53.6,5.82
122,Batagay-Alyta,88,RU,1524010507,92,67.8,130.41,22.74,4.38
123,Tuatapere,92,NZ,1524010507,100,-46.13,167.69,49.43,18.03
124,Mataura,88,NZ,1524010507,100,-46.19,168.86,47.18,13.56
125,Bajina Basta,90,BA,1524009600,100,43.97,19.57,48.2,4.7
126,Ixtapa,5,MX,1524005280,69,20.71,-105.21,78.8,14.99
127,Yellowknife,90,CA,1524009960,92,62.45,-114.38,26.6,10.29
128,El Dorado,76,VE,1524010508,87,6.71,-61.64,74.72,3.27
129,Broome,0,GB,1524009360,76,52.47,1.45,57.2,12.75
130,Ilulissat,0,GL,1524009000,85,69.22,-51.1,19.4,11.41
131,The Valley,40,AI,1524006000,78,18.22,-63.06,78.8,9.17
132,Khuchni,8,RU,1524010509,83,41.95,47.95,32.37,2.37
133,Daru,8,SL,1524010509,93,7.99,-10.85,75.35,8.41
134,Tevriz,24,RU,1524010509,85,57.51,72.4,11.13,3.83
135,Shelton,40,US,1524009480,70,47.22,-123.1,51.8,14.99
136,Meulaboh,92,ID,1524010512,100,4.14,96.13,76.43,5.39
137,Khatanga,48,RU,1524010512,87,71.98,102.47,10.1,6.96
138,Qaanaaq,12,GL,1524010513,75,77.48,-69.36,-3.5,1.7
139,Hamilton,75,BM,1524005700,83,32.3,-64.78,69.8,14.99
140,Nirsa,0,IN,1524010513,88,23.78,86.71,70.62,5.61
141,Faanui,92,PF,1524010513,99,-16.48,-151.75,83.27,11.21
142,Byron Bay,75,AU,1524009600,61,-28.65,153.62,78.8,19.46
143,Pringsewu,36,ID,1524010514,91,-5.36,104.98,75.26,1.81
144,Souillac,0,FR,1524009600,71,45.6,-0.6,59.0,4.7
145,Chuy,20,UY,1524010514,76,-33.69,-53.46,69.63,14.79
146,Namatanai,68,PG,1524010514,100,-3.66,152.44,81.15,2.59
147,San Ignacio,0,CL,1524006000,62,-36.8,-72.03,57.2,8.05
148,Verkhniy baskunchak,0,KZ,1524010514,72,48.23,46.72,40.29,3.15
149,Kapaa,75,US,1524005760,78,22.08,-159.32,77.0,14.99
150,Victor Harbor,0,AU,1524009600,32,-35.55,138.62,69.8,11.41
151,Killybegs,92,IE,1524010515,85,54.63,-8.45,51.32,19.6
152,Wolomin,75,PL,1524009600,87,52.34,21.24,48.2,2.24
153,Gilgit,92,PK,1524010515,97,35.92,74.31,29.94,0.92
154,Sidi Ali,0,DZ,1524010515,90,36.1,0.42,47.27,2.59
155,Vardo,90,US,1524009300,55,39.62,-77.74,42.8,18.34
156,Saldanha,0,PT,1524010516,82,41.42,-6.55,42.23,2.59
157,Pasir Gudang,75,MY,1524009600,83,1.46,103.88,80.6,8.86
158,Isangel,80,VU,1524010516,100,-19.55,169.27,77.19,22.5
159,La Ronge,90,CA,1524006000,41,55.1,-105.3,42.8,13.87
160,Carman,75,CA,1524009600,39,49.51,-98.0,51.8,10.29
161,Homer,90,US,1524009180,96,59.64,-151.54,42.8,8.05
162,Ouargaye,0,BF,1524010516,56,11.5,0.06,82.68,9.42
163,Castro,76,CL,1524010517,87,-42.48,-73.76,51.72,7.63
164,Flinders,40,AU,1524006000,55,-34.58,150.85,64.4,4.7
165,Kota Kinabalu,75,MY,1524007800,88,5.98,116.07,80.6,8.05
166,Bethel,90,US,1524009180,56,60.79,-161.76,44.6,18.34
167,Washington DC.,90,US,1524009360,42,38.9,-77.04,46.4,12.75
168,Port Hedland,0,AU,1524009600,17,-20.31,118.58,86.0,10.29
169,Georgetown,36,GY,1524006000,83,6.8,-58.16,78.8,6.93
170,Luorong,0,CN,1524010518,81,24.41,109.6,60.77,3.15
171,Bontang,80,ID,1524010519,100,0.12,117.47,78.54,5.5
172,Bakaly,0,RU,1524010519,90,55.18,53.8,28.1,4.83
173,Hovd,0,NO,1524009000,57,63.83,10.7,48.2,6.93
174,Nkwerre,48,NG,1524010519,92,5.75,7.12,75.84,5.61
175,Rovaniemi,0,FI,1524009000,52,66.5,25.72,41.0,2.37
176,Port Shepstone,8,ZA,1524010519,84,-30.74,30.45,72.6,11.99
177,Kununurra,0,AU,1524009780,45,-15.77,128.74,84.2,1.12
178,Sanandaj,0,IR,1524005700,86,35.31,47.0,39.2,2.37
179,Kruisfontein,0,ZA,1524010520,95,-34.0,24.73,60.77,4.94
180,Yantal,92,RU,1524010520,83,56.85,105.25,31.07,8.52
181,Tazovskiy,36,RU,1524010520,66,67.47,78.7,-0.57,10.42
182,Alice Springs,0,AU,1524009600,31,-23.7,133.88,77.0,10.29
183,Saba,32,HN,1524010523,92,15.52,-86.23,69.72,1.59
184,Paita,48,PE,1524010524,58,-5.09,-81.11,77.28,6.73
185,Auki,0,NG,1524010524,36,12.18,6.51,76.97,9.42
186,Ponta do Sol,68,BR,1524010484,55,-20.63,-46.0,69.63,10.87
187,Magna,0,FR,1524009600,76,43.5,0.96,53.6,2.24
188,Dwarka,0,IN,1524007800,41,28.58,77.04,75.2,5.82
189,Moyale,80,ET,1524010524,98,3.52,39.05,64.46,2.15
190,Iqaluit,90,CA,1524009600,85,63.75,-68.52,21.2,9.17
191,Emba,0,CY,1524009600,55,34.81,32.42,62.6,9.17
192,Fontem,44,CM,1524010530,98,5.49,9.85,64.91,2.71
193,Lazarev,68,RU,1524010530,88,52.23,141.51,35.57,7.18
194,Tarut,0,SA,1524007800,53,26.57,50.06,75.2,16.11
195,Provideniya,90,RU,1524007800,74,64.42,-173.23,33.8,17.9
196,Xinqing,0,CN,1524010531,82,48.28,129.53,49.65,3.71
197,Kavaratti,80,IN,1524010531,100,10.57,72.64,85.16,8.3
198,Piacabucu,92,BR,1524010349,76,-10.41,-36.43,78.41,7.85
199,Port Moresby,12,PG,1524010531,97,-9.47,147.16,83.9,15.23
200,Gaya,8,IN,1524010531,92,24.8,85.01,66.84,3.04
201,Maniitsoq,48,GL,1524010531,72,65.42,-52.9,24.32,6.73
202,Aleksandrovskoye,76,RU,1524010532,73,56.74,85.39,17.57,3.38
203,Cacequi,36,BR,1524010406,73,-29.88,-54.83,70.13,8.52
204,Santa Fe,48,AR,1524010532,62,-31.62,-60.7,75.08,5.95
205,Yulara,40,AU,1524009600,33,-25.24,130.99,75.2,8.05
206,Balkhash,88,KZ,1524010532,95,46.84,74.98,42.9,7.4
207,Kepno,0,PL,1524010533,92,51.28,17.99,49.7,5.17
208,Jumla,0,NP,1524010533,80,29.28,82.18,30.3,2.48
209,Sheridan,20,US,1524009480,23,39.65,-105.03,51.8,40.26
210,High Rock,20,BS,1524006000,60,26.63,-78.28,73.4,8.05
211,Bredasdorp,88,ZA,1524006000,87,-34.53,20.04,55.4,3.36
212,Kuala Pilah,75,MY,1524009600,88,2.74,102.25,78.8,2.24
213,Watsa,44,CD,1524010534,93,3.04,29.53,66.57,4.94
214,Praia da Vitoria,40,PT,1524009600,87,38.73,-27.07,46.4,25.3
215,Necochea,92,AR,1524010534,77,-38.55,-58.74,60.27,9.98
216,Derzhavinsk,92,KZ,1524010534,76,51.1,66.31,31.74,3.15
217,Ambilobe,24,MG,1524010534,74,-13.19,49.05,72.6,3.6
218,Port Lincoln,68,AU,1524010534,85,-34.72,135.86,67.25,10.76
219,Dzhebariki-Khaya,64,RU,1524010535,58,62.22,135.8,32.82,4.83
220,Rawson,0,AR,1524010535,35,-43.3,-65.11,51.0,4.61
221,Cidreira,0,BR,1524010535,82,-30.17,-50.22,70.53,13.56
222,Qarchi Gak,90,AF,1524009000,87,37.04,66.79,44.6,6.93
223,Shingu,20,JP,1524006000,87,33.72,135.99,59.0,11.41
224,San Rafael,0,AR,1524010500,48,-34.61,-68.33,51.68,4.83
225,Lukoyanov,64,RU,1524010539,74,55.03,44.48,51.68,6.29
226,Kinkala,12,CG,1524006000,83,-4.35,14.75,80.6,2.48
227,Yarkovo,0,RU,1524007800,78,54.81,82.6,17.6,6.71
228,Kropotkin,0,RU,1524010539,69,45.43,40.58,44.52,2.82
229,Chernyshevskiy,24,RU,1524010540,87,63.01,112.47,34.58,6.29
230,Barra do Garcas,80,BR,1524010540,74,-15.89,-52.26,75.84,7.18
231,Mosquera,40,CO,1524006000,77,4.71,-74.23,59.0,5.82
232,Weligama,64,LK,1524010540,100,5.97,80.42,79.22,3.27
233,Puerto Escondido,0,MX,1524010540,100,15.86,-97.07,83.04,5.84
234,Wanning,0,AT,1524009000,87,48.64,13.53,50.0,1.12
235,Lebu,0,ET,1524010540,88,8.96,38.73,45.92,2.37
236,Oktyabrskoye,76,RU,1524010541,73,56.73,85.44,17.57,3.38
237,Dongsheng,0,CN,1524010541,70,29.72,112.52,64.95,14.0
238,Luganville,8,VU,1524010541,98,-15.51,167.18,81.47,12.77
239,Severo-Yeniseyskiy,80,RU,1524010541,62,60.37,93.04,15.23,8.41
240,Ahipara,20,NZ,1524010541,84,-35.17,173.16,66.08,19.71
241,Torbay,75,CA,1524009600,86,47.66,-52.73,26.6,9.17
242,Son La,92,VN,1524010542,96,21.32,103.9,61.4,2.37
243,Porirua,36,NZ,1524009600,47,-41.14,174.84,59.0,5.82
244,Doha,0,QA,1524006000,24,25.29,51.53,80.6,11.41
245,Longyearbyen,20,NO,1524009000,56,78.22,15.63,15.8,8.05
246,Gushikawa,1,JP,1524009360,64,26.35,127.87,71.6,10.29
247,Bima,56,ID,1524010543,93,-8.45,118.73,80.57,3.71
248,Novi Knezevac,75,RS,1524008700,77,46.04,20.09,59.0,11.41
249,Belmonte,0,PT,1524010544,82,40.36,-7.35,42.5,0.81
250,Turbat,0,PK,1524010544,66,26.0,63.05,65.72,2.93
251,Cairns,75,AU,1524009600,78,-16.92,145.77,82.4,12.75
252,Lavrentiya,36,RU,1524010544,98,65.58,-170.99,31.97,16.13
253,Brigantine,90,US,1524009360,48,39.41,-74.36,44.6,8.05
254,Haines Junction,24,CA,1524010544,75,60.75,-137.51,24.9,2.71
255,La Asuncion,44,EC,1524010544,83,-1.64,-78.74,49.07,1.48
256,Yenotayevka,0,RU,1524010545,80,47.24,47.04,42.5,3.71
257,Champerico,40,MX,1524005160,40,16.38,-93.6,86.0,17.22
258,Rognan,40,NO,1524009000,100,67.1,15.4,35.6,8.05
259,Inuvik,5,CA,1524009600,56,68.36,-133.71,15.8,10.29
260,Gornyak,88,KZ,1524010545,81,51.0,81.46,31.74,8.08
261,Harper,1,US,1524009300,36,30.3,-99.24,87.8,13.87
262,Tiarei,40,PF,1524009600,70,-17.53,-149.33,86.0,16.11
263,Sao Felix do Xingu,80,BR,1524010546,100,-6.64,-51.99,71.25,2.37
264,Nelson Bay,75,AU,1524009600,53,-32.72,152.14,71.6,10.29
265,Teahupoo,40,PF,1524009600,70,-17.83,-149.27,86.0,16.11
266,Seoul,1,KR,1524009480,62,37.57,126.98,51.8,3.6
267,Santiago,20,CL,1524006000,43,-33.44,-70.65,71.6,8.05
268,Mount Isa,90,AU,1524009600,32,-20.73,139.49,84.2,11.41
269,Sur,12,OM,1524010550,88,22.57,59.53,79.98,5.28
270,Mount Gambier,44,AU,1524010550,69,-37.83,140.78,55.77,3.38
271,Kaseda,20,JP,1524006000,100,31.42,130.32,51.8,5.82
272,Sabzevar,56,IR,1524010550,91,36.21,57.68,32.73,4.94
273,Springfield,1,US,1524009120,49,37.22,-93.29,73.4,9.17
274,Mahebourg,75,MU,1524006000,88,-20.41,57.7,78.8,14.99
275,Port Hardy,90,CA,1524008700,87,50.7,-127.42,44.6,6.93
276,Bandarbeyla,76,SO,1524010551,100,9.49,50.81,81.42,2.26
277,San Andres,0,PH,1524010552,100,13.32,122.68,81.47,10.98
278,Buraydah,0,SA,1524006000,33,26.33,43.97,73.4,6.93
279,Coihaique,75,CL,1524006000,71,-45.58,-72.07,50.0,3.36
280,Bang Len,20,TH,1524007800,94,14.02,100.17,75.2,4.7
281,Sadon,12,RU,1524010552,90,42.85,44.0,20.67,1.7
282,Methoni,12,GR,1524009000,87,36.82,21.7,53.6,4.7
283,Felanitx,20,ES,1524009600,93,39.47,3.15,50.0,2.04
284,Vanimo,88,PG,1524010553,100,-2.67,141.3,83.81,3.71
285,Coquimbo,40,CL,1524006000,93,-29.95,-71.34,57.2,5.82
286,Luderitz,0,NA,1524010553,97,-26.65,15.16,58.38,8.19
287,Gainesville,1,US,1524008100,28,29.65,-82.33,75.2,4.7
288,Victoria,75,BN,1524009600,88,5.28,115.24,80.6,1.12
289,Road Town,40,VG,1524006000,74,18.42,-64.62,80.6,8.05
290,Lazurne,20,UA,1524010553,76,46.77,34.99,45.69,2.71
291,Seregelyes,0,HU,1524009600,87,47.11,18.57,59.0,1.12
292,Imeni Babushkina,24,RU,1524010554,73,59.76,43.13,26.66,7.18
293,Mitu,0,IR,1524010554,79,36.2,46.09,27.42,1.59
294,Saucillo,0,MX,1524010554,7,28.03,-105.29,87.05,10.2
295,Grand-Santi,24,GF,1524010554,99,4.27,-54.38,71.93,2.59
296,Lorengau,64,PG,1524010554,96,-2.02,147.27,84.93,3.94
297,Erzurum,0,TR,1524009000,73,39.91,41.27,26.6,1.81
298,Sinjai,68,ID,1524010555,98,-5.12,120.25,76.92,1.59
299,Salalah,75,OM,1524005400,78,17.01,54.1,80.6,3.36
300,Taltal,12,CL,1524010555,90,-25.41,-70.49,62.25,2.48
301,Esmeraldas,0,BR,1524006000,63,-19.76,-44.31,68.0,9.17
302,Kothapet,20,IN,1524007800,64,17.37,78.55,75.2,4.7
303,Raposa,0,PT,1524009600,76,39.11,-8.58,55.4,1.12
304,Chunskiy,20,RU,1524010555,67,56.08,99.63,29.85,8.19
305,Porbandar,0,IN,1524010556,84,21.64,69.61,76.43,10.31
306,Algiers,1,US,1524008100,53,29.94,-90.04,75.2,8.05
307,Muisne,56,EC,1524010556,91,0.61,-80.02,77.15,2.71
308,Omboue,88,GA,1524010556,99,-1.57,9.26,83.18,9.98
309,Vostok,48,RU,1524010556,61,46.45,135.83,48.3,3.94
310,Mecca,0,SA,1524006000,32,21.43,39.83,84.2,2.48
311,Vanavara,68,RU,1524010560,53,60.35,102.28,23.87,14.0
312,San Patricio,0,PY,1524010560,79,-26.98,-56.83,72.11,3.94
313,Boddam,0,GB,1524009000,76,57.47,-1.78,51.8,18.34
314,Schrobenhausen,0,DE,1524009000,93,48.56,11.27,46.4,3.04
315,Nouadhibou,75,MR,1524009600,82,20.93,-17.03,64.4,19.46
316,Banfora,12,BF,1524010560,65,10.64,-4.75,79.53,6.29
317,Paraiso,20,MX,1524004980,12,24.01,-104.61,80.6,12.75
318,Itarema,92,BR,1524010561,100,-2.92,-39.92,73.37,3.15
319,Havelock,20,US,1524009480,54,34.88,-76.9,62.6,11.41
320,Dingwall,0,GB,1524009000,93,57.6,-4.43,53.6,1.12
321,Inhambane,0,MZ,1524010561,100,-23.87,35.38,69.54,5.95
322,Matay,0,EG,1524010561,58,28.42,30.79,65.45,2.48
323,Saint Anthony,75,US,1524007740,36,43.97,-111.68,44.6,14.99
324,Chake Chake,56,TZ,1524010562,100,-5.25,39.77,81.15,15.01
325,Kaili,92,ID,1524010562,91,-3.46,120.21,72.15,1.92
326,Cabo San Lucas,5,MX,1524004980,26,22.89,-109.91,80.6,9.17
327,Grindavik,75,IS,1524007800,81,63.84,-22.43,48.2,10.29
328,Pochutla,40,MX,1524004980,100,15.74,-96.47,87.8,11.41
329,Muscatine,1,US,1524008100,43,41.42,-91.04,51.8,9.17
330,Sorland,0,NO,1524010563,97,67.67,12.69,40.74,5.73
331,Alice,1,US,1524009360,57,27.75,-98.07,86.0,27.51
332,Saint George,20,GR,1524009000,93,39.45,22.34,50.0,2.24
333,Antsohihy,32,MG,1524010563,88,-14.88,47.99,71.7,9.64
334,Bagenalstown,92,IE,1524010563,95,52.7,-6.96,51.18,15.9
335,Paamiut,20,GL,1524010564,99,61.99,-49.67,31.88,22.28
336,Salinas,1,US,1524008100,34,36.67,-121.66,66.2,4.7
337,Fengcheng,20,CN,1524010564,67,40.45,124.07,48.12,6.29
338,Yar-Sale,24,RU,1524010564,67,66.83,70.83,2.58,15.23
339,Okhotsk,20,RU,1524010564,89,59.36,143.24,27.24,5.39
340,Celina,20,US,1524009300,64,40.55,-84.57,35.6,12.75
341,Katangli,44,RU,1524010565,78,51.71,143.23,40.97,7.4
342,Salamiyah,0,SY,1524010565,40,35.01,37.05,42.27,4.16
343,Bulgan,0,MN,1524010565,78,48.81,103.53,36.02,2.71
344,Katobu,92,ID,1524010565,100,-4.94,122.53,81.42,1.81
345,Anadyr,75,RU,1524007800,100,64.73,177.51,32.0,20.13
346,Redmond,90,US,1524009480,57,47.67,-122.12,53.6,12.75
347,Dothan,1,US,1524009480,35,31.22,-85.39,77.0,5.82
348,Bermeo,0,ES,1524009600,87,43.42,-2.72,53.6,3.36
349,Basco,1,US,1524008100,56,40.33,-91.2,57.2,9.17
350,Namibe,20,AO,1524010569,100,-15.19,12.15,77.28,10.09
351,Havoysund,40,NO,1524009000,80,71.0,24.66,33.8,1.12
352,Muncie,40,US,1524008100,64,40.19,-85.39,39.2,8.3
353,Waddan,0,LY,1524010569,39,29.16,16.14,64.5,9.19
354,Baykit,80,RU,1524010569,79,61.68,96.39,19.5,15.79
355,Evensk,56,RU,1524010570,100,61.92,159.24,25.35,4.61
356,Snihurivka,0,UA,1524010570,67,47.07,32.8,48.3,2.59
357,Dunda,0,IN,1524010570,53,30.62,78.32,45.56,3.15
358,Golden,75,CA,1524009600,34,51.3,-116.96,48.2,8.05
359,Musafirkhana,0,IN,1524010570,62,26.37,81.8,72.83,3.27
360,Cap Malheureux,75,MU,1524006000,88,-19.98,57.61,78.8,14.99
361,Berlevag,80,NO,1524010571,100,70.86,29.09,32.87,7.52
362,Zhanaozen,0,KZ,1524010571,86,43.35,52.85,33.27,2.59
363,Torres,24,BR,1524010571,94,-29.34,-49.73,70.76,10.76
364,Kotma,8,IN,1524010571,81,23.2,81.98,65.04,2.71
365,Zhezkazgan,40,KZ,1524007800,77,47.8,67.71,35.6,11.18
366,Binzhou,0,CN,1524010571,44,37.38,117.96,67.61,11.77
367,Beirut,40,LB,1524006000,32,33.9,35.48,68.0,4.7
368,Norman Wells,20,CA,1524006000,45,65.28,-126.83,24.8,10.29
369,Sacama,8,EC,1524010572,54,-3.9,-79.27,61.17,1.7
370,Siwana,0,IN,1524010572,34,25.65,72.42,68.42,2.71
371,Kargopol,36,RU,1524010572,85,61.51,38.95,29.67,6.96
372,Rocha,8,UY,1524010572,79,-34.48,-54.34,69.05,8.86
373,Pecos,1,US,1524009300,4,31.42,-103.49,91.4,17.22
374,Mandera,76,ET,1524010573,92,3.94,41.86,72.83,2.26
